web-scraper-start-url,project-name,project-description,project-team,devpost-link,github-links,other-project-links
https://trons3.devpost.com/project-gallery,Bring Down Counterfeiting with Drone Monitor,"Enable effective management and communication setup for Drones to bring down counterfeiting using NFC based end commissioning of nodes, iot modular gateway and Ethereum and Tron DAO eco-system tools.","Manu Gupta,Deepti Gupta",https://devpost.com/software/polyops,https://github.com/seetadev/PolyOps,"https://sites.google.com/view/latcglobal/home, https://drive.google.com/drive/folders/107GHYZVHIr867kV4abkQaWbeCrSrMwVN, https://drive.google.com/drive/u/3/folders/1g2HFdfNea9c2lx7J0pAxqbNn1tUmVMP4"
https://trons3.devpost.com/project-gallery,OpenBiSea,Multi-chain NFT auctions in all-in-one place to cut any NFT deal in a few clicks with a $200M support fund.,oleksiivinogradov Vynogradov,https://devpost.com/software/openbisea-vw4hsc,,https://app.openbisea.io
https://trons3.devpost.com/project-gallery,Synergy,Synthetic Assets For Raw Materials To Save Nature,"Gernar Dev,peteroqwe,nofensis unknown,Anna Kasatkina",https://devpost.com/software/synergy-2d4lgi,https://github.com/orgs/synergy-dex/repositories,"https://synergy-dex.github.io/landing_page/, https://synergy-dex.github.io/, https://cards-4wp.pages.dev/, https://docs.google.com/presentation/d/1VJsvZD-ftwMgEewWWFCGHCzSqDFZ5bXlMNluLUfx3ks/edit?usp=sharing, https://www.youtube.com/watch?v=r2hlTCYfyY8, https://www.youtube.com/watch?v=EC4YvdJBtic"
https://trons3.devpost.com/project-gallery,First Wave,Sci-fi Survival Simulator MMO,First Wave,https://devpost.com/software/firstwave,https://github.com/the1stwave/FirstWave,"https://www.thefirstwave.tk, https://tronscan.org/#/contract/TN8gWt29CmyBMCf9yNCG4ybp4UuqD4Kmmr/code"
https://trons3.devpost.com/project-gallery,JAFO Trading Club,JAFO is a trading club where as holders of the $JAFO token will receive rewards from any trading gains.,Rob Nickel,https://devpost.com/software/jafo-trading-club-8beiyh,https://github.com/JafoTrading/JafoTrading,"https://vimeo.com/765322187, https://docs.google.com/spreadsheets/d/1lRaQw-RfAj4aQvVIiB1FxzNPU2cATRmuU_K2PKCDGLk/edit#gid=1336213044"
https://trons3.devpost.com/project-gallery,SkillPay,SkillPay is a decentralized freelancing platform for Freelancers and Employers.,Dominic Akpan,https://devpost.com/software/skillpay,https://github.com/Digital-Labrs/SkillPay,
https://trons3.devpost.com/project-gallery,TRON Unlimited Oracle,Integration of RedStone Unlimited Oracles with the TRON blockchain,"Matt Gurbiel,Alex Suvorov",https://devpost.com/software/redstone-synths-on-trone,https://github.com/redstone-finance/redstone-tron-integration,"https://tron-showroom.redstone.finance/, https://app.redstone.finance/#/app/tokens, https://custom.redstone.finance/"
https://trons3.devpost.com/project-gallery,Easy TRONsfer,Use TRX and TRC20 tokens to transfer and pay your friends using their Web3 social alias/provider.,Pak Wai Choong,https://devpost.com/software/easy-tronsfer,,https://easy-tronsfer.vercel.app
https://trons3.devpost.com/project-gallery,Sunrise Portfolio & NFTs,"Our web3 project helps people use metamask and nfts easily. We make it easy for people to buy, sell, and use nfts. We also provide an easy too to view the assets in your metamask.",Mohit Shrivastava,https://devpost.com/software/sunrise-portfolio-nfts,,https://tron-hackathon.vercel.app/
https://trons3.devpost.com/project-gallery,Neotech Finance,"Exploring, building and monetizing with the first ever Real Metaverse platform.","Steff Norbert,Borsan Doru",https://devpost.com/software/neotech-finance-q2r7vi,https://github.com/neotechfinance/neotech,"https://www.youtube.com/watch?v=byBj-0iXb4E, https://mint.neotech.finance/#mint"
https://trons3.devpost.com/project-gallery,TRON POS - HostingGift Cards in Web3,"Retailers can host Gift Cards in Web3 without any financial or third party company. TRON POS is a mobile app that issues, redeem and check gift card balances storing them in TRON Blockchain.",Juan Carlos Vera,https://devpost.com/software/tron-web3-gift-cards,,"https://play.google.com/store/apps/details?id=com.technoprepay.usdtpos, https://drive.google.com/file/d/1OLf244Zz46CzBMtE-OYf6oSnVRnk9h1w/view?usp=sharing"
https://trons3.devpost.com/project-gallery,Tron Gas Station Network,Gas Station Network for Tron which helps on 0 gas fee and reduces the friction on UX.,"Ashok M,Sabari H,Mohammed Naveed Shariff,Rahul B,Gokul-Prithiv Prithiv,Pranshu Jha",https://devpost.com/software/tron-gas-station-network,,
https://trons3.devpost.com/project-gallery,Metaverse Weapons Factory,MWF is the first NFT weapons minter ready for The Metaverse,Louis Grolleau,https://devpost.com/software/metaverse-weapons-factory,,
https://trons3.devpost.com/project-gallery,Apexgo,"Apexgo offers solutions that allows businesses, developers, and NFT enthusiasts the ability to integrate NFTs into their business model, their applications, and their everyday lives.",Apex Go,https://devpost.com/software/apexgo-s5uhj2,,
https://trons3.devpost.com/project-gallery,StaySAFU,Protecting millions of crypto investors with the crypto scanner StaySAFU,"Julien SAFU,Omar Lopez",https://devpost.com/software/staysafu,,https://staysafu.org
https://trons3.devpost.com/project-gallery,TrūQoin - Crypto Mining Activity Rewards,TrūQoin's integration of coin mining into the operation of the business will create a symbiotic relationship between the coin's value on crypto markets and the value of the TrūIQ business.,"Dan Lutz,ravenflores",https://devpost.com/software/truqoin-crypto-mining-cooperative-5kx06q,,"https://19765.truiqglobal.com/join/basic-enrollment/, https://truqoin.io, https://truqoin.info"
https://trons3.devpost.com/project-gallery,APPATURE GAMING,APPATURE GAMING,Adamikeoluwa Salawudeen,https://devpost.com/software/appature-gaming,https://github.com/Adamikeoluwa/APPATURE-GAMING,
https://trons3.devpost.com/project-gallery,Capitol Lion Entertainment,Capitol Lion is a NFT Platform built around Music & Entertainment.,"olorunfemi damilare,clingy King,Josh Lion,George Olufemi,Tash Lion,segun stephen,Tron Nick",https://devpost.com/software/capitol-lion-entertainment,https://github.com/CoreX-Labs/CapitolLion,
https://trons3.devpost.com/project-gallery,PayLock,Paypal/Interac-transfer for crypto,Ibrahim Samara,https://devpost.com/software/paylock,,https://paylock.vercel.app/
https://trons3.devpost.com/project-gallery,Team Space Race,Team Space Race is a 4x/Rts multiplayer in which players race around the galaxy in custom built NFT Space Ships earning tokens and glory along the way.,African-Studios Odesanya,https://devpost.com/software/team-space-race,,https://africanstudios.net/teamspacerace
https://trons3.devpost.com/project-gallery,Match Systems,"Match Systems is a provider of AML, Compliance and Investigations data for crypto industry with the deepest level of real-time exploration. We discover what others can’t foresee.","Maksim Panich,Никита",https://devpost.com/software/match-systems,https://github.com/panichmaxim/matchsystems-tron-hack,"https://matchsystems.com, https://app.matchsystems.com/explorer/tron"
https://trons3.devpost.com/project-gallery,deTronEvent,"A decentralized Event Self-Management Social Network Eco-System for Stakeholders, Sponsors and Influencers","Hein Nguyen,Mạnh Hiếu - Raio,Lam Nguyenson,Steve Le",https://devpost.com/software/detronevent,https://github.com/laboon-org/deTronEvent,
https://trons3.devpost.com/project-gallery,POCP - The Proof of Course Completion Protocol,"POCP - The bookmarks of your educational journey. POCPs are digital certificates, minted in recognition of successful course completion.","José Angel Lopez,Bruno Jiménez,Alex Yaroshewski,Cesar Giovani Cruz Piña",https://devpost.com/software/pocp-the-proof-of-course-completion-protocol,https://github.com/JoseAngelChepo/pocp-services,"https://github.com/Brunojime/pocc-app-tron-hackathon, https://pocp-tron.netlify.app/login, https://pocc-services.herokuapp.com/, https://www.getpostman.com/collections/e1d35d67981d36674771, https://github.com/CesarGiovani/pocc-smart-contract-tron-hackaton, https://forum.trondao.org/t/pocp-the-proof-of-course-completion-protocol/13630"
https://trons3.devpost.com/project-gallery,AffliShop,Sales made easy - Affiliate marketing meets with online shopping and web3,JustRug NFT,https://devpost.com/software/afflishop,,
https://trons3.devpost.com/project-gallery,Eth RoadOps,Monitoring tools for road incident management and reducing traffic congestion. Crowdsourcing information sharing for better and safer roads. Investigative Case Management Platform for Road Incidents.,"Vithika Gupta,Deepti Gupta,Manu Gupta",https://devpost.com/software/road-incident-predictor,https://github.com/aspiringsecurity/EthTransport/,"https://drive.google.com/drive/folders/1bbHDoY1Y80EOeJP32XDngShnSjkMR55m, https://sites.google.com/view/aspiring-road-safety/home, https://github.com/seetadev/EtherMonitor"
https://trons3.devpost.com/project-gallery,Tokenomeme,The first multichain meme aggregator,"Alexis Proutet,Denisa Milian,Alex Jacquot,Augustin Louet-Prély",https://devpost.com/software/tokenomeme-unsybv,https://github.com/Tokenomeme/token,"https://linktr.ee/tokenomeme, https://tokenomeme.wtf/Whitepaper.pdf"
https://trons3.devpost.com/project-gallery,TronDance,Dance to Earn 🕺🏻 | Compete against the dancing world!,"shaaran Lakshminarayanan,Ritumbhara Bhatnagar",https://devpost.com/software/trondance,https://github.com/devshaaran/TronDance,https://trondance.netlify.app/
https://trons3.devpost.com/project-gallery,Garble.Money,"Garble.Money is a privacy-enhanced wallet for TRON users based on Zero-Knowledge Proof and Tronz Protocol. For users, Garble.Money is just like a regular wallet.",Alex Great,https://devpost.com/software/tronzbank,https://github.com/garblemoney,https://garble.money/
https://trons3.devpost.com/project-gallery,"DePO, First P2P dApp with API","On DePO you can find or create deals to exchange cryptocurrency to fiat and back, with exchange through P2P trading securely due to smart contracts.",Denis Sid,https://devpost.com/software/depo-first-p2p-dapp-with-api,,https://depo.cash
https://trons3.devpost.com/project-gallery,Mushroom,"The Mushroom Project is a P2E game where you can grow mushrooms, make them NFTs, sell them, or stock them to get Token. The game can be played with four elements: mushrooms, spores, farms, and thief.","재경 염,jihwang kim,민규 송,영훈 차,Chan Kim,kwanhong kim",https://devpost.com/software/mushroom-w956d8,https://github.com/0xCatBox/TRON-Grand-Hackathon-Season-3/tree/Mushroom_main,
https://trons3.devpost.com/project-gallery,Slash Web3 Payments integrates crypto payments and DEX.,Support for EVM network crypto currency with liquidity in DEX. Automatically swap crypto currency at the best rate. Receiving sales in stable coins.,Masato Kato,https://devpost.com/software/slash-web3-payments-integrates-crypto-payments-and-dex,,
https://trons3.devpost.com/project-gallery,Trongram,"We are trying to build a decentralized composable social network on top of Tron ( similar to lens protocol on polygon ), more info as we progress",Ajand Mardalizad,https://devpost.com/software/trongram,https://github.com/Ajand/trongram-contracts,"https://6372c2f4c8858600082d6d94--super-trifle-8b1d14.netlify.app/, https://github.com/Ajand/trongram-client"
https://trons3.devpost.com/project-gallery,Nomad Tycoon,The Nomad Tycoon combines traditional board game with modern metaverse to create an immersive experience powered by Tron,dwij patel,https://devpost.com/software/nomad-tycoon-9k5w0v,https://github.com/harshu4/Nomad-Contracts,https://nomadtycoon.world/
https://trons3.devpost.com/project-gallery,To the Moon - Play and earn money,To the moon is a game where you will have to take Bitcoin to the highest price level possible. You can play it for free or you can participate in tournaments where you can win money from the pool.,"Hrushikesh Kuklare,Sumit Mahajan,Nayan Jagtap",https://devpost.com/software/to-the-moon-play-and-earn-money,,https://to-the-mooon.netlify.app/
https://trons3.devpost.com/project-gallery,Octan Network,Reputation Ranking System for Web3,"Paven DO,Truong Phi,JasonT Tran,Toan Le,Long Nguyen",https://devpost.com/software/octan-network,,"https://aurora-sbt.octan.network/, https://sbt.octan.network/"
https://trons3.devpost.com/project-gallery,Snake Bite,"Snake Bite Classic game build on Web3 with all GameFi, NFT, DeFi features with full of fun",VrGame Dev,https://devpost.com/software/snake-bite-b9q8my,,https://bafybeieve2b6ympe4bu4rudsbudflmqszul43sbz3tyvkvtrkeuddggc6u.ipfs.gateway.valist.io/
https://trons3.devpost.com/project-gallery,POOL NO LOSS,"TRON blockchain-based lottery win-win In this lottery you can only win, but not lose",Anton Orakul,https://devpost.com/software/pool-no-loss,https://github.com/POOL-NO-LOSS,
https://trons3.devpost.com/project-gallery,InterPool - The Sport Prediction Game where everyone wins!,"A Sport Prediction Game with no loosers, where the winners share the interests generated by the deposits of all the participants.","Antoine W,Perrin GRANDNE",https://devpost.com/software/interpool,https://github.com/pgrandne/Interpool/tree/main/core/contracts,"https://interpool.vercel.app/, https://irruption-lab.gitbook.io/interpool/"
https://trons3.devpost.com/project-gallery,stop toll corruption,By adding data of vehicle in blockchain we can reduce a corruption of the toll plaza,Maniya Prasann,https://devpost.com/software/stop-toll-corruption,https://github.com/maniya1106/toll,
https://trons3.devpost.com/project-gallery,Gaia Deals,Gaia Deals is an eco-oriented peer to peer marketplace with a sustainable rewards program for its users.,Freddy Mota,https://devpost.com/software/gaia-deals,https://github.com/AgentF/gaia-deals,https://gaia-deals.vercel.app/
https://trons3.devpost.com/project-gallery,CryptoMate,Plug & Play Crypto Service Layer from SMEs via APIs,"Charly Mate,Ignacio Fefer",https://devpost.com/software/cryptomate-p83slr,,"https://cryptomate.me/api/documentation, https://api.sandbox.cryptomate.me/api/swagger-ui/index.html?urls.primaryName=%20Operations#/"
https://trons3.devpost.com/project-gallery,SambaCheck,"Plugin for a web3 security infrastructure on TRON, where organizations can make non-fungible token (NFT) certifications for products",Destini Moore,https://devpost.com/software/sambacheck,https://github.com/DestMoore/SambaCHECK,https://samba-check-tron.vercel.app/
https://trons3.devpost.com/project-gallery,Plats Network,Marketing platform for converting users from Web2 to Web3 properly,"Viet Hung Nguyen（グエン）,Yen Than Thi Hoang,Dung HDinh",https://devpost.com/software/plats-network-cz72au,https://github.com/plats-network/tron-hackathon,https://plats.network
https://trons3.devpost.com/project-gallery,STRX Finance,STRX.FINANCE is a liquid staking protocol unlocking the liquidity of staked assets. TRX Holders can now stake their assets while maintaining the liquidity of these assets.,Strx Finance,https://devpost.com/software/strx-finance,,"https://app.strx.finance, https://shasta.strx.finance"
https://trons3.devpost.com/project-gallery,Infinitorr,BitTorrent Chain's Next Generation Ecosystem and Staking Platform,Infini Torr,https://devpost.com/software/infinitorr-c1z0x7,,"https://www.infinitorr.io/Main, https://beautiful-pony-352b46.netlify.app/auction, https://www.torrswap.io/"
https://trons3.devpost.com/project-gallery,Metastore,Cross-game NFTs for the metaverse,Meta store,https://devpost.com/software/metastore,,
https://trons3.devpost.com/project-gallery,UNIC,"UNIC is a platform where signatured NFTs are created, verified, and traded. Signatured NFTs provide creators with protection and users with authentication through invisible QR codes.",Scott Cho,https://devpost.com/software/unic,,https://tron.unic.io/
https://trons3.devpost.com/project-gallery,Tron Tribunals,Tribunal is a decentralized NFT-based voting system for DAOs. DAOs can issue NFTs to wallets based on what matters to the community and the holders of these NFTs can create proposals and vote.,Charles Nwankwo,https://devpost.com/software/tron-tribunals,https://github.com/Xavier-Charles/tribunal-tron,"https://tribunal-tron.vercel.app/, https://tribunals.vercel.app/"
https://trons3.devpost.com/project-gallery,Crypto Cannabis,Crypto Cannabis Grow seed to sale ledgering dapp is built on Tron's Blockchain. CCG DApp is operational for licensed cannabis dispensary use case globally where medically legalized by government law.,DEX Exchange,https://devpost.com/software/crypto-cannabis-8pds4f,https://github.com/DEXExchange/cryptocannabis.github.io,"https://ccgdapp.com, https://cryptocannabis.github.io"
https://trons3.devpost.com/project-gallery,Hextopus,On-Chain Referral Marketing(Share-to-Earn) Platform,"Shawn Choi,Celine Lee,Diana Leee,Younghoon-Lee",https://devpost.com/software/hextopus,,"https://hextopus.app/, https://medium.com/@hextopus_protocol, https://drive.google.com/file/d/1DlcpS563-ARapu32seGe14d65L4k30_G/view"
https://trons3.devpost.com/project-gallery,GETO.finance,"Decentralised Exchange, Yield farming, Staking, Multimedia NFT Marketplace, Staking and Studio on EthereumPOW (ETHW).","Barbara Prakruthi  Tyler,Ivelin Eftimoff,Mike Nsereko,Collin Wang,Nai Isa",https://devpost.com/software/geto-finance,https://github.com/GETOfinance/getoethw,"https://www.geto.finance, https://app.geto.finance, https://swap.geto.finance, https://nft.geto.finance"
https://trons3.devpost.com/project-gallery,zexe,"the next-gen crypto exchange with on-chain spot trading, margin and futures trading, perpetuals and option calls","Himanshu Sawarkar,Prasad Kumkar,Mubashir Zebi",https://devpost.com/software/zexe,https://github.com/ze-xe,"https://twitter.com/zexeio, https://forum.trondao.org/t/zexe-advanced-trading-platform-on-tron/11417, https://drive.google.com/file/d/1Jkc0QIvCIiMqdFbl0g39NF5bQIF0cnmZ/view?usp=sharing"
https://trons3.devpost.com/project-gallery,Hexagon,"Hexagon is aimed at stopping the number of falsified and sub-standard drugs that go into the market, hence, reducing the number of lives at risk.","Chukwuka Okorie,Saheed Lukman,Aroyewon Temitope",https://devpost.com/software/hexagon-ecmvuo,,https://hexagon-silk.vercel.app/
https://trons3.devpost.com/project-gallery,Heritage,"A decentralized app that enables the back up, recovery and inheritance of Web3 assets(crypto, private keys, seed phrases, NFTs, digital arts e.t.c) stored in secured vaults powered by BTTC and Arweave","Chukwunonso Iwenor,Amire Joseph,Yinka Tan",https://devpost.com/software/heritage-crypto,https://github.com/layinka/heritage-contracts/tree/BTTC,"https://github.com/layinka/heritage/tree/Bttc, https://heritagev1.netlify.app/, https://docs.google.com/presentation/d/1gT9MRAdNTVmskwwxhwP2gfC97KpyrERhygGb0SXsWuM/edit?usp=drivesdk"
https://trons3.devpost.com/project-gallery,PoO,Claim the ownership of your prized possessions - your NFTs!,"Hirangi Pandya,Lajja Vaniya,Deepak Rathore",https://devpost.com/software/poo-wsble3,https://github.com/Lajja123/PoO,https://poo-delta.vercel.app/
https://trons3.devpost.com/project-gallery,KNIGHTINY,Cross-Metaverse Free Play And Earn Battle Royale,"Leo Berber,Ovpavia",https://devpost.com/software/knightiny,,"https://knightiny.gitbook.io/knightiny/, https://knightiny.webflow.io/, https://linktr.ee/knightiny"
https://trons3.devpost.com/project-gallery,Naboxwallet,"Nabox is a cross-chain DID application built for Web3. With Nabox, you can manage assets across different blockchains whether for DeFi, GameFi, NFTs, and other use cases that come up.","Nabox wallet,wei zhou",https://devpost.com/software/naboxwallet,https://github.com/naboxwallet,
https://trons3.devpost.com/project-gallery,Miscanthus Finance,"Expirable futures contracts on TRON. Represented as NFTs, bringing compostability to the ecosystem.",Bartosz Gacek,https://devpost.com/software/miscantus-finance-13pisc,,https://miscanthus.finance/
https://trons3.devpost.com/project-gallery,Kezayya,Kezayya is a web3 project with the aim of helping users store files and share them in a user-friendly manner. It is a web3 version of google drive or dropbox on BitTorrent Chain(BTTC).,Augustine Onuora,https://devpost.com/software/kezayya-urf41y,https://github.com/holyaustin/kezayya123,https://kezayya123.vercel.app/
https://trons3.devpost.com/project-gallery,A2N Finance - Subscription & Recurring Payment on BTTC,"We build recurring payments using cryptocurrencies with small hidden fees, high security, and decentralized.","John Anselm,levi a2n",https://devpost.com/software/a2n-finance-subscription-recurring-payment-on-bttc,https://github.com/a2nfinance/app,"https://app.a2n.finance, https://testnet.bttcscan.com/address/0x06b1D06b7faaEA8045788F9910b084Fa2C766a6D#code"
https://trons3.devpost.com/project-gallery,goStables,Decentralized Stablecoins For The Caribbean,"wes Cosmic,mypttwo",https://devpost.com/software/gostables,https://github.com/orgs/gostables/repositories,"https://gostables.org, https://app.gostables.org, https://docs.gostables.org/"
https://trons3.devpost.com/project-gallery,Chimeras,Chimeras Metaverse is a Tier-1 free-to-play & play-to-earn game with integrated DeFi farming and NFTs.,"Mary Che,Juli To the Moon",https://devpost.com/software/chimeras,https://github.com/Red-Pill-Dev/chim-chain,"https://chimeras.io, https://chimeras.io/download, https://chimeras.io/catalog, https://discord.com/invite/gFrwfWHgyT, https://nile.tronscan.org/#/contract/TGWHhz8tcrRccAWiyhVaXoj4dGcfTBxNNc/code"
https://trons3.devpost.com/project-gallery,DeadOrWounded,Dead or Wounded (DOW) is a play-to-earn decentralised game where players can earn DOW tokens (Dead or Wounded dApp native token).,Priyanka0022-ctrl Sharma,https://devpost.com/software/deadorwounded-g27jbt,https://github.com/AbdulrasheedAdediran/dead-or-wounded,https://deadorwounded.vercel.app/
https://trons3.devpost.com/project-gallery,CryptoBlessing,"Blessing is the most universal human expression of emotion, and we are NFTizing it.",Yang Qu,https://devpost.com/software/cryptoblessing,https://github.com/crypto-blessing/blessing-dapp-near,"https://cryptoblessing.app/, https://tron.cryptoblessing.app/, https://whitepaper.cryptoblessing.app/, https://near.cryptoblessing.app/"
https://trons3.devpost.com/project-gallery,Leading Edge,"Leading-edge is a next-generation e-commerce platform for vendors, where they can display their goods and access fast payment from customers into their vendor wallets via the Tron network.",Kingsley Chuwkuemeka,https://devpost.com/software/leading-edge,https://github.com/ChukwuemekaKingsley/LeadingEdge,https://leadingedgeweb3.netlify.app
https://trons3.devpost.com/project-gallery,GalaxyBlitz,A massive multiplayer battle strategy game where you lead the descendants of humanity to establish a new empire!,Milli Zhang,https://devpost.com/software/galaxyblitz,,
https://trons3.devpost.com/project-gallery,ShuoCIAL - Social NFT Dapp with Gamification,Chapter 1 - SELECTION :Inviting people to join the network and get rewarded,Dale Watson,https://devpost.com/software/shuocial-social-nft-dapp-with-gamification,,"https://shuocial.xyz, https://shuocial.com, https://gitlab.com/dellwatson/shuocial-dapp"
